{558.6181328055579, 0.2, 0.9}	{556.3634277863542, 0.2, 0.91}	{554.4919089201426, 0.2, 0.92}	{553.0253533788865, 0.2, 0.93}	{551.986632068285, 0.2, 0.9400000000000001}	{551.3997770014616, 0.2, 0.9500000000000001}	{551.2900539672349, 0.2, 0.9600000000000001}	{551.6840410083934, 0.2, 0.97}	{552.6097132859679, 0.2, 0.98}	{554.0965349743663, 0.2, 0.99}	{556.1755589109335, 0.2, 1.}	{558.8795348135134, 0.2, 1.01}	{562.2430269828546, 0.2, 1.02}	{566.3025425254446, 0.2, 1.03}	{571.0966712694429, 0.2, 1.04}	{576.666238704754, 0.2, 1.05}	{583.0544734623143, 0.2, 1.06}	{590.3071910616238, 0.2, 1.07}	{598.4729959055971, 0.2, 1.08}	{607.603503794738, 0.2, 1.09}
{553.5971569893226, 0.21000000000000002, 0.9}	{552.2685201433438, 0.21000000000000002, 0.91}	{551.3980317152082, 0.21000000000000002, 0.92}	{551.011797851763, 0.21000000000000002, 0.93}	{551.13729631191, 0.21000000000000002, 0.9400000000000001}	{551.8034660007887, 0.21000000000000002, 0.9500000000000001}	{553.0408039843328, 0.21000000000000002, 0.9600000000000001}	{554.8814707600802, 0.21000000000000002, 0.97}	{557.3594046572533, 0.21000000000000002, 0.98}	{560.5104463507805, 0.21000000000000002, 0.99}	{564.3724746024761, 0.21000000000000002, 1.}	{568.9855544909394, 0.21000000000000002, 1.01}	{574.3920995635822, 0.21000000000000002, 1.02}	{580.6370495437708, 0.21000000000000002, 1.03}	{587.7680654585504, 0.21000000000000002, 1.04}	{595.8357443243823, 0.21000000000000002, 1.05}	{604.8938558471668, 0.21000000000000002, 1.06}	{614.99960396847, 0.21000000000000002, 1.07}	{626.2139165337494, 0.21000000000000002, 1.08}	{638.6017668851907, 0.21000000000000002, 1.09}
{550.9745577132003, 0.22, 0.9}	{550.7259891550577, 0.22, 0.91}	{551.0206663778386, 0.22, 0.92}	{551.8897742834632, 0.22, 0.93}	{553.3662130954486, 0.22, 0.9400000000000001}	{555.48471698422, 0.22, 0.9500000000000001}	{558.2819832260266, 0.22, 0.9600000000000001}	{561.7968130589827, 0.22, 0.97}	{566.0702655553575, 0.22, 0.98}	{571.1458260093332, 0.22, 0.99}	{577.0695905488898, 0.22, 1.}	{583.8904689244454, 0.22, 1.01}	{591.6604077122967, 0.22, 1.02}	{600.434636505817, 0.22, 1.03}	{610.2719400619246, 0.22, 1.04}	{621.2349598367871, 0.22, 1.05}	{633.3905288986374, 0.22, 1.06}	{646.8100448657872, 0.22, 1.07}	{661.5698863087223, 0.22, 1.08}	{677.7518790065324, 0.22, 1.09}
{550.867659677652, 0.23, 0.9}	{551.8647875084307, 0.23, 0.91}	{553.5015710550088, 0.23, 0.92}	{555.8151518948173, 0.23, 0.93}	{558.8448120515023, 0.23, 0.9400000000000001}	{562.6321308015102, 0.23, 0.9500000000000001}	{567.2211562772098, 0.23, 0.9600000000000001}	{572.658593607041, 0.23, 0.97}	{578.994011581344, 0.23, 0.98}	{586.280070122756, 0.23, 0.99}	{594.5727711805264, 0.23, 1.}	{603.9317360689624, 0.23, 1.01}	{614.4205127440748, 0.23, 1.02}	{626.1069170748665, 0.23, 1.03}	{639.0634128357062, 0.23, 1.04}	{653.3675359484247, 0.23, 1.05}	{669.1023694672502, 0.23, 1.06}	{686.3570769652567, 0.23, 1.07}	{705.2275033967962, 0.23, 1.08}	{725.8168542393958, 0.23, 1.09}
{553.4019595949879, 0.24000000000000002, 0.9}	{555.823175240723, 0.24000000000000002, 0.91}	{558.9931078027205, 0.24000000000000002, 0.92}	{562.9558857331558, 0.24000000000000002, 0.93}	{567.7583039665984, 0.24000000000000002, 0.9400000000000001}	{573.4500308562028, 0.24000000000000002, 0.9500000000000001}	{580.0838358601595, 0.24000000000000002, 0.9600000000000001}	{587.7158405776456, 0.24000000000000002, 0.97}	{596.4057961288818, 0.24000000000000002, 0.98}	{606.2173903408507, 0.24000000000000002, 0.99}	{617.2185887536461, 0.24000000000000002, 1.}	{629.4820141212147, 0.24000000000000002, 1.01}	{643.0853698677774, 0.24000000000000002, 1.02}	{658.1119139069958, 0.24000000000000002, 1.03}	{674.6509903721542, 0.24000000000000002, 1.04}	{692.7986281898502, 0.24000000000000002, 1.05}	{712.6582171172898, 0.24000000000000002, 1.06}	{734.3412739330382, 0.24000000000000002, 1.07}	{757.968314024101, 0.24000000000000002, 1.08}	{783.6698467821906, 0.24000000000000002, 1.09}
{558.7119051029476, 0.25, 0.9}	{562.7496409286969, 0.25, 0.91}	{567.6593326268548, 0.25, 0.92}	{573.4933073265192, 0.25, 0.93}	{580.3072100730701, 0.25, 0.9400000000000001}	{588.1602766407598, 0.25, 0.9500000000000001}	{597.1156354188665, 0.25, 0.9600000000000001}	{607.2406422502296, 0.25, 0.97}	{618.60725273057, 0.25, 0.98}	{631.2924372282914, 0.25, 0.99}	{645.3786447848271, 0.25, 1.}	{660.9543231398018, 0.25, 1.01}	{678.1145034371842, 0.25, 1.02}	{696.9614597644547, 0.25, 1.03}	{717.6054556287211, 0.25, 1.04}	{740.1655918749505, 0.25, 1.05}	{764.7707735241365, 0.25, 1.06}	{791.5608167131422, 0.25, 1.07}	{820.6877215658133, 0.25, 1.08}	{852.3171427007028, 0.25, 1.09}
{566.9417698861212, 0.26, 0.9}	{572.803941230821, 0.26, 0.91}	{579.6772312377439, 0.26, 0.92}	{587.6235949043446, 0.26, 0.93}	{596.7091128582631, 0.26, 0.9400000000000001}	{607.0043508640678, 0.26, 0.9500000000000001}	{618.5847600588259, 0.26, 0.9600000000000001}	{631.5311237056475, 0.26, 0.97}	{645.9300572573849, 0.26, 0.98}	{661.874569732948, 0.26, 0.99}	{679.4646958763963, 0.26, 1.}	{698.808210358171, 0.26, 1.01}	{720.0214374714897, 0.26, 1.02}	{743.2301724823207, 0.26, 1.03}	{768.5707341491483, 0.26, 1.04}	{796.1911721242697, 0.26, 1.05}	{826.2526582283824, 0.26, 1.06}	{858.9310972858959, 0.26, 1.07}	{894.4190017692744, 0.26, 1.08}	{932.9276855424916, 0.26, 1.09}
{578.2466397964914, 0.27, 0.9}	{586.1582777396056, 0.27, 0.91}	{595.2381248423408, 0.27, 0.92}	{605.5594544352671, 0.27, 0.93}	{617.2006685997667, 0.27, 0.9400000000000001}	{630.245771990302, 0.27, 0.9500000000000001}	{644.784902744628, 0.27, 0.9600000000000001}	{660.914929130858, 0.27, 0.97}	{678.740122180872, 0.27, 0.98}	{698.3729165136717, 0.27, 0.99}	{719.9347739521729, 0.27, 1.}	{743.557167501786, 0.27, 1.01}	{769.3827069455331, 0.27, 1.02}	{797.5664319256437, 0.27, 1.03}	{828.2773042012584, 0.27, 1.04}	{861.6999381679178, 0.27, 1.05}	{898.0366182020591, 0.27, 1.06}	{937.5096636475195, 0.27, 1.07}	{980.3642182565779, 0.27, 1.08}	{1026.8715619953257, 0.27, 1.09}
{592.793527514082, 0.28, 0.9}	{602.9986337781113, 0.28, 0.91}	{614.5492752228017, 0.28, 0.92}	{627.5320493405604, 0.28, 0.93}	{642.0399307184057, 0.28, 0.9400000000000001}	{658.1728959755815, 0.28, 0.9500000000000001}	{676.0386288193629, 0.28, 0.9600000000000001}	{695.7533181647334, 0.28, 0.97}	{717.4425648237009, 0.28, 0.98}	{741.2424154362448, 0.28, 0.99}	{767.3005462559195, 0.28, 1.}	{795.7776243423987, 0.28, 1.01}	{826.8488799490517, 0.28, 1.02}	{860.7059318281339, 0.28, 1.03}	{897.5589173569439, 0.28, 1.04}	{937.6389925689664, 0.28, 1.05}	{981.2012844044006, 0.28, 1.06}	{1028.528400254693, 0.28, 1.07}	{1079.9346302815877, 0.28, 1.08}	{1135.771019111537, 0.28, 1.09}
{610.7626366432194, 0.29000000000000004, 0.9}	{623.5262982973304, 0.29000000000000004, 0.91}	{637.8357244591577, 0.29000000000000004, 0.92}	{653.793225011176, 0.29000000000000004, 0.93}	{671.5090442620528, 0.29000000000000004, 0.9400000000000001}	{691.1021862558647, 0.29000000000000004, 0.9500000000000001}	{712.7013527415402, 0.29000000000000004, 0.9600000000000001}	{736.4460132321667, 0.29000000000000004, 0.97}	{762.4876306938008, 0.29000000000000004, 0.98}	{790.9910715566692, 0.29000000000000004, 0.99}	{822.1362352496385, 0.29000000000000004, 1.}	{856.119946743117, 0.29000000000000004, 1.01}	{893.1581662187309, 0.29000000000000004, 1.02}	{933.4885837560238, 0.29000000000000004, 1.03}	{977.3736849362251, 0.29000000000000004, 1.04}	{1025.1043970620499, 0.29000000000000004, 1.05}	{1077.0044574977042, 0.29000000000000004, 1.06}	{1133.435688662098, 0.29000000000000004, 1.07}	{1194.8044232026707, 0.29000000000000004, 1.08}	{1261.5694049488534, 0.29000000000000004, 1.09}
