{909.6797278454951, 0.1, 0.5}	{905.4615743098453, 0.1, 0.51}	{901.2061703825113, 0.1, 0.52}	{896.9140022778213, 0.1, 0.53}	{892.5855816750263, 0.1, 0.54}	{888.2214463950797, 0.1, 0.55}	{883.8221610978517, 0.1, 0.56}	{879.388318000487, 0.1, 0.57}	{874.9205376177333, 0.1, 0.58}	{870.4194695250201, 0.1, 0.59}	{865.8857931451462, 0.1, 0.6}	{861.320218559458, 0.1, 0.61}	{856.7234873444584, 0.1, 0.62}	{852.0963734347604, 0.1, 0.63}	{847.4396840134814, 0.1, 0.64}	{842.7542604310274, 0.1, 0.65}	{838.0409791534341, 0.1, 0.66}	{833.3007527414106, 0.1, 0.67}	{828.5345308612359, 0.1, 0.68}	{823.7433013288348, 0.1, 0.6900000000000001}
{898.1832056017902, 0.11, 0.5}	{893.6011744820344, 0.11, 0.51}	{888.9813348002479, 0.11, 0.52}	{884.3243475063009, 0.11, 0.53}	{879.6309059837499, 0.11, 0.54}	{874.9017369535163, 0.11, 0.55}	{870.1376014064715, 0.11, 0.56}	{865.3392955660936, 0.11, 0.57}	{860.5076518823203, 0.11, 0.58}	{855.6435400578571, 0.11, 0.59}	{850.7478681082039, 0.11, 0.6}	{845.8215834567325, 0.11, 0.61}	{840.8656740662736, 0.11, 0.62}	{835.8811696085731, 0.11, 0.63}	{830.8691426733008, 0.11, 0.64}	{825.8307100180682, 0.11, 0.65}	{820.7670338612852, 0.11, 0.66}	{815.6793232195012, 0.11, 0.67}	{810.5688352911918, 0.11, 0.68}	{805.4368768888619, 0.11, 0.6900000000000001}
{886.8314215649596, 0.12000000000000001, 0.5}	{881.8968219060966, 0.12000000000000001, 0.51}	{876.9245080701792, 0.12000000000000001, 0.52}	{871.9153447894139, 0.12000000000000001, 0.53}	{866.8702374051832, 0.12000000000000001, 0.54}	{861.7901330515614, 0.12000000000000001, 0.55}	{856.6760218788438, 0.12000000000000001, 0.56}	{851.5289383187255, 0.12000000000000001, 0.57}	{846.349962392845, 0.12000000000000001, 0.58}	{841.1402210664874, 0.12000000000000001, 0.59}	{835.9008896493301, 0.12000000000000001, 0.6}	{830.6331932452222, 0.12000000000000001, 0.61}	{825.3384082530541, 0.12000000000000001, 0.62}	{820.0178639209016, 0.12000000000000001, 0.63}	{814.6729439557196, 0.12000000000000001, 0.64}	{809.3050881910108, 0.12000000000000001, 0.65}	{803.9157943149719, 0.12000000000000001, 0.66}	{798.5066196617543, 0.12000000000000001, 0.67}	{793.079183068676, 0.12000000000000001, 0.68}	{787.6351668022635, 0.12000000000000001, 0.6900000000000001}
{875.6260464507156, 0.13, 0.5}	{870.3503939494988, 0.13, 0.51}	{865.0377953007448, 0.13, 0.52}	{859.6893498341205, 0.13, 0.53}	{854.306206997252, 0.13, 0.54}	{848.88956788046, 0.13, 0.55}	{843.4406867958187, 0.13, 0.56}	{837.9608729127519, 0.13, 0.57}	{832.4514919527132, 0.13, 0.58}	{826.9139679454673, 0.13, 0.59}	{821.3497850497149, 0.13, 0.6}	{815.7604894408814, 0.13, 0.61}	{810.1476912690771, 0.13, 0.62}	{804.5130666903822, 0.13, 0.63}	{798.8583599747806, 0.13, 0.64}	{793.185385694217, 0.13, 0.65}	{787.4960309944709, 0.13, 0.66}	{781.7922579547358, 0.13, 0.67}	{776.0761060389759, 0.13, 0.68}	{770.3496946434233, 0.13, 0.6900000000000001}
{864.5687755574729, 0.14, 0.5}	{858.9637968137555, 0.14, 0.51}	{853.3233353242993, 0.14, 0.52}	{847.6487576828572, 0.14, 0.53}	{841.9414915791365, 0.14, 0.54}	{836.2030277356721, 0.14, 0.55}	{830.4349219170151, 0.14, 0.56}	{824.6387970145222, 0.14, 0.57}	{818.8163452101402, 0.14, 0.58}	{812.969330222895, 0.14, 0.59}	{807.0995896417829, 0.14, 0.6}	{801.2090373491685, 0.14, 0.61}	{795.2996660389066, 0.14, 0.62}	{789.3735498336284, 0.14, 0.63}	{783.4328470059738, 0.14, 0.64}	{777.4798028086964, 0.14, 0.65}	{771.5167524189606, 0.14, 0.66}	{765.5461240023556, 0.14, 0.67}	{759.5704419025486, 0.14, 0.68}	{753.592329962786, 0.14, 0.6900000000000001}
{853.661329232492, 0.15, 0.5}	{847.7389661056295, 0.15, 0.51}	{841.7833013946403, 0.15, 0.52}	{835.7960035623266, 0.15, 0.53}	{829.77881476077, 0.15, 0.54}	{823.7335532616165, 0.15, 0.55}	{817.6621159813453, 0.15, 0.56}	{811.5664811060299, 0.15, 0.57}	{805.4487108202695, 0.15, 0.58}	{799.3109541453632, 0.15, 0.59}	{793.155449891919, 0.15, 0.6}	{786.9845297325589, 0.15, 0.61}	{780.8006214005629, 0.15, 0.62}	{774.6062520207036, 0.15, 0.63}	{768.4040515789052, 0.15, 0.64}	{762.196756537674, 0.15, 0.65}	{755.9872136047452, 0.15, 0.66}	{749.7783836627825, 0.15, 0.67}	{743.5733458684583, 0.15, 0.68}	{737.3753019297574, 0.15, 0.6900000000000001}
{842.9054533489424, 0.16, 0.5}	{836.6778674224004, 0.16, 0.51}	{830.4199019023847, 0.16, 0.52}	{824.1335637550284, 0.16, 0.53}	{817.8209480011101, 0.16, 0.54}	{811.4842407327318, 0.16, 0.55}	{805.1257222531287, 0.16, 0.56}	{798.7477703456761, 0.16, 0.57}	{792.3528636785015, 0.16, 0.58}	{785.9435853515229, 0.16, 0.59}	{779.5226265930926, 0.16, 0.6}	{773.0927906138753, 0.16, 0.61}	{766.6569966260506, 0.16, 0.62}	{760.218284036403, 0.16, 0.63}	{753.7798168224157, 0.16, 0.64}	{747.3448881009951, 0.16, 0.65}	{740.9169249001338, 0.16, 0.66}	{734.4994931443682, 0.16, 0.67}	{728.0963028656718, 0.16, 0.68}	{721.7112136521023, 0.16, 0.6900000000000001}
{832.3029197942724, 0.17, 0.5}	{825.7824969515825, 0.17, 0.51}	{819.2353811088744, 0.17, 0.52}	{812.6639564942781, 0.17, 0.53}	{806.0707116961662, 0.17, 0.54}	{799.4582433720904, 0.17, 0.55}	{792.8292601154892, 0.17, 0.56}	{786.1865864882686, 0.17, 0.57}	{779.5331672278594, 0.17, 0.58}	{772.8720716378591, 0.17, 0.59}	{766.2064981719668, 0.17, 0.6}	{759.5397792214352, 0.17, 0.61}	{752.8753861170746, 0.17, 0.62}	{746.216934357311, 0.17, 0.63}	{739.5681890747669, 0.17, 0.64}	{732.9330707544477, 0.17, 0.65}	{726.3156612176443, 0.17, 0.66}	{719.7202098864, 0.17, 0.67}	{713.1511403445872, 0.17, 0.68}	{706.6130572125206, 0.17, 0.6900000000000001}
{821.855526970134, 0.18, 0.5}	{815.0548820855231, 0.18, 0.51}	{808.2320198990667, 0.18, 0.52}	{801.3897428834741, 0.18, 0.53}	{794.5309762978331, 0.18, 0.54}	{787.6587727089457, 0.18, 0.55}	{780.7763167127537, 0.18, 0.56}	{773.8869298665576, 0.18, 0.57}	{766.9940758433606, 0.18, 0.58}	{760.101365820525, 0.18, 0.59}	{753.2125641155026, 0.18, 0.6}	{746.331594082423, 0.18, 0.61}	{739.4625442841084, 0.18, 0.62}	{732.6096749551081, 0.18, 0.63}	{725.7774247723289, 0.18, 0.64}	{718.9704179510408, 0.18, 0.65}	{712.1934716851465, 0.18, 0.66}	{705.4516039519946, 0.18, 0.67}	{698.7500417033966, 0.18, 0.68}	{692.0942294659812, 0.18, 0.6900000000000001}
{811.5651003042469, 0.19, 0.5}	{804.4970820513252, 0.19, 0.51}	{797.4121365540923, 0.19, 0.52}	{790.3135278404202, 0.19, 0.53}	{783.2046634645058, 0.19, 0.54}	{776.0890999765211, 0.19, 0.55}	{768.9705486436696, 0.19, 0.56}	{761.8528814366664, 0.19, 0.57}	{754.7401372964869, 0.19, 0.58}	{747.6365286972758, 0.19, 0.59}	{740.5464485223265, 0.19, 0.6}	{733.4744772712438, 0.19, 0.61}	{726.4253906175134, 0.19, 0.62}	{719.4041673372324, 0.19, 0.63}	{712.4159976309477, 0.19, 0.64}	{705.4662918623446, 0.19, 0.65}	{698.5606897389963, 0.19, 0.66}	{691.7050699623935, 0.19, 0.67}	{684.9055603762779, 0.19, 0.68}	{678.1685486445863, 0.19, 0.6900000000000001}
