{1032.254689217381, 0., 0.7000000000000001}	{1032.254689217381, 0., 0.7100000000000001}	{1032.254689217381, 0., 0.7200000000000001}	{1032.254689217381, 0., 0.7300000000000001}	{1032.254689217381, 0., 0.7400000000000001}	{1032.254689217381, 0., 0.7500000000000001}	{1032.254689217381, 0., 0.7600000000000001}	{1032.254689217381, 0., 0.77}	{1032.254689217381, 0., 0.78}	{1032.254689217381, 0., 0.79}	{1032.254689217381, 0., 0.8}	{1032.254689217381, 0., 0.81}	{1032.254689217381, 0., 0.8200000000000001}	{1032.254689217381, 0., 0.8300000000000001}	{1032.254689217381, 0., 0.8400000000000001}	{1032.254689217381, 0., 0.8500000000000001}	{1032.254689217381, 0., 0.8600000000000001}	{1032.254689217381, 0., 0.8700000000000001}	{1032.254689217381, 0., 0.8800000000000001}	{1032.254689217381, 0., 0.8900000000000001}
{1008.8802355561712, 0.01, 0.7000000000000001}	{1008.2864178128676, 0.01, 0.7100000000000001}	{1007.6858947609667, 0.01, 0.7200000000000001}	{1007.0786356273871, 0.01, 0.7300000000000001}	{1006.4646098452699, 0.01, 0.7400000000000001}	{1005.8437870567333, 0.01, 0.7500000000000001}	{1005.216137115684, 0.01, 0.7600000000000001}	{1004.5816300906536, 0.01, 0.77}	{1003.9402362676449, 0.01, 0.78}	{1003.2919261530357, 0.01, 0.79}	{1002.6366704764805, 0.01, 0.8}	{1001.9744401938674, 0.01, 0.81}	{1001.3052064902834, 0.01, 0.8200000000000001}	{1000.6289407830329, 0.01, 0.8300000000000001}	{999.9456147246563, 0.01, 0.8400000000000001}	{999.2552002060048, 0.01, 0.8500000000000001}	{998.5576693593407, 0.01, 0.8600000000000001}	{997.8529945614473, 0.01, 0.8700000000000001}	{997.1411484368116, 0.01, 0.8800000000000001}	{996.4221038607927, 0.01, 0.8900000000000001}
{985.9331007812905, 0.02, 0.7000000000000001}	{984.767691415879, 0.02, 0.7100000000000001}	{983.589721887734, 0.02, 0.7200000000000001}	{982.3991540948739, 0.02, 0.7300000000000001}	{981.1959508362359, 0.02, 0.7400000000000001}	{979.9800758254041, 0.02, 0.7500000000000001}	{978.7514937045039, 0.02, 0.7600000000000001}	{977.5101700583009, 0.02, 0.77}	{976.2560714284859, 0.02, 0.78}	{974.9891653281347, 0.02, 0.79}	{973.7094202564069, 0.02, 0.8}	{972.4168057133986, 0.02, 0.81}	{971.1112922152305, 0.02, 0.8200000000000001}	{969.7928513093169, 0.02, 0.8300000000000001}	{968.4614555898781, 0.02, 0.8400000000000001}	{967.1170787136448, 0.02, 0.8500000000000001}	{965.7596954157709, 0.02, 0.8600000000000001}	{964.3892815259896, 0.02, 0.8700000000000001}	{963.0058139849838, 0.02, 0.8800000000000001}	{961.6092708609833, 0.02, 0.8900000000000001}
{963.4227002504188, 0.03, 0.7000000000000001}	{961.7087007462785, 0.03, 0.7100000000000001}	{959.9771890658591, 0.03, 0.7200000000000001}	{958.2281460857595, 0.03, 0.7300000000000001}	{956.4615548936644, 0.03, 0.7400000000000001}	{954.6774008258731, 0.03, 0.7500000000000001}	{952.8756715054411, 0.03, 0.7600000000000001}	{951.0563568809839, 0.03, 0.77}	{949.2194492660911, 0.03, 0.78}	{947.3649433794354, 0.03, 0.79}	{945.4928363855295, 0.03, 0.8}	{943.603127936186, 0.03, 0.81}	{941.6958202126865, 0.03, 0.8200000000000001}	{939.7709179686484, 0.03, 0.8300000000000001}	{937.828428573637, 0.03, 0.8400000000000001}	{935.8683620575241, 0.03, 0.8500000000000001}	{933.8907311556101, 0.03, 0.8600000000000001}	{931.8955513545262, 0.03, 0.8700000000000001}	{929.8828409389216, 0.03, 0.8800000000000001}	{927.8526210389809, 0.03, 0.8900000000000001}
{941.3587166836847, 0.04, 0.7000000000000001}	{939.1199345705322, 0.04, 0.7100000000000001}	{936.8596465382534, 0.04, 0.7200000000000001}	{934.5778818717691, 0.04, 0.7300000000000001}	{932.2746741385051, 0.04, 0.7400000000000001}	{929.950061268466, 0.04, 0.7500000000000001}	{927.6040856358716, 0.04, 0.7600000000000001}	{925.2367941423809, 0.04, 0.77}	{922.8482383019772, 0.04, 0.78}	{920.4384743274857, 0.04, 0.79}	{918.007563218828, 0.04, 0.8}	{915.555570853028, 0.04, 0.81}	{913.082568076001, 0.04, 0.8200000000000001}	{910.5886307961943, 0.04, 0.8300000000000001}	{908.073840080109, 0.04, 0.8400000000000001}	{905.538282249756, 0.04, 0.8500000000000001}	{902.9820489820834, 0.04, 0.8600000000000001}	{900.4052374104432, 0.04, 0.8700000000000001}	{897.8079502281253, 0.04, 0.8800000000000001}	{895.1902957940254, 0.04, 0.8900000000000001}
{919.7511100823896, 0.05, 0.7000000000000001}	{917.0121910997781, 0.05, 0.7100000000000001}	{914.2487893965595, 0.05, 0.7200000000000001}	{911.4610155001179, 0.05, 0.7300000000000001}	{908.6489872200655, 0.05, 0.7400000000000001}	{905.8128297968906, 0.05, 0.7500000000000001}	{902.9526760539308, 0.05, 0.7600000000000001}	{900.0686665527049, 0.05, 0.77}	{897.1609497517102, 0.05, 0.78}	{894.229682168798, 0.05, 0.79}	{891.2750285472108, 0.05, 0.8}	{888.297162025385, 0.05, 0.81}	{885.2962643106137, 0.05, 0.8200000000000001}	{882.2725258566909, 0.05, 0.8300000000000001}	{879.2261460456415, 0.05, 0.8400000000000001}	{876.1573333736535, 0.05, 0.8500000000000001}	{873.066305641325, 0.05, 0.8600000000000001}	{869.9532901483565, 0.05, 0.8700000000000001}	{866.818523892807, 0.05, 0.8800000000000001}	{863.6622537750416, 0.05, 0.8900000000000001}
{898.6101281093532, 0.06, 0.7000000000000001}	{895.3965899350464, 0.06, 0.7100000000000001}	{892.1566713023357, 0.06, 0.7200000000000001}	{888.8906005270749, 0.06, 0.7300000000000001}	{885.5986173264394, 0.06, 0.7400000000000001}	{882.2809730711581, 0.06, 0.7500000000000001}	{878.937931043987, 0.06, 0.7600000000000001}	{875.5697667045854, 0.06, 0.77}	{872.176767961031, 0.06, 0.78}	{868.7592354481201, 0.06, 0.79}	{865.3174828126984, 0.06, 0.8}	{861.8518370062422, 0.06, 0.81}	{858.3626385848584, 0.06, 0.8200000000000001}	{854.8502420170303, 0.06, 0.8300000000000001}	{851.3150159992194, 0.06, 0.8400000000000001}	{847.7573437797157, 0.06, 0.8500000000000001}	{844.1776234908671, 0.06, 0.8600000000000001}	{840.5762684900328, 0.06, 0.8700000000000001}	{836.953707709504, 0.06, 0.8800000000000001}	{833.3103860156862, 0.06, 0.8900000000000001}
{877.9463169569151, 0.07, 0.7000000000000001}	{874.2845845915966, 0.07, 0.7100000000000001}	{870.5957188943412, 0.07, 0.7200000000000001}	{866.8801065626974, 0.07, 0.7300000000000001}	{863.138151152108, 0.07, 0.7400000000000001}	{859.3702734776476, 0.07, 0.7500000000000001}	{855.5769120266754, 0.07, 0.7600000000000001}	{851.7585233827866, 0.07, 0.77}	{847.9155826614044, 0.07, 0.78}	{844.0485839574127, 0.07, 0.79}	{840.1580408052653, 0.07, 0.8}	{836.2444866519177, 0.07, 0.81}	{832.3084753431027, 0.07, 0.8200000000000001}	{828.3505816233384, 0.07, 0.8300000000000001}	{824.3714016501685, 0.07, 0.8400000000000001}	{820.371553523137, 0.07, 0.8500000000000001}	{816.3516778279537, 0.07, 0.8600000000000001}	{812.3124381964572, 0.07, 0.8700000000000001}	{808.2545218828783, 0.07, 0.8800000000000001}	{804.1786403569733, 0.07, 0.8900000000000001}
{857.7705327303656, 0.08, 0.7000000000000001}	{853.6879756363269, 0.08, 0.7100000000000001}	{849.5787469235752, 0.08, 0.7200000000000001}	{845.4434366775888, 0.08, 0.7300000000000001}	{841.2826588844271, 0.08, 0.7400000000000001}	{837.0970520411811, 0.08, 0.7500000000000001}	{832.8872797844563, 0.08, 0.7600000000000001}	{828.6540315376416, 0.08, 0.77}	{824.398023177519, 0.08, 0.78}	{820.1199977210274, 0.08, 0.79}	{815.8207260328234, 0.08, 0.8}	{811.5010075544703, 0.08, 0.81}	{807.1616710560246, 0.08, 0.8200000000000001}	{802.8035754108311, 0.08, 0.8300000000000001}	{798.4276103944765, 0.08, 0.8400000000000001}	{794.0346975086771, 0.08, 0.8500000000000001}	{789.6257908311982, 0.08, 0.8600000000000001}	{785.2018778926722, 0.08, 0.8700000000000001}	{780.7639805814078, 0.08, 0.8800000000000001}	{776.3131560772856, 0.08, 0.8900000000000001}
{838.0939533764003, 0.09, 0.7000000000000001}	{833.6189244747126, 0.09, 0.7100000000000001}	{829.1189741606396, 0.09, 0.7200000000000001}	{824.5949457261349, 0.09, 0.7300000000000001}	{820.0477152755846, 0.09, 0.7400000000000001}	{815.4781926201834, 0.09, 0.7500000000000001}	{810.8873222009025, 0.09, 0.7600000000000001}	{806.276084041215, 0.09, 0.77}	{801.6454947306902, 0.09, 0.78}	{796.9966084407065, 0.09, 0.79}	{792.330517973523, 0.09, 0.8}	{787.6483558460316, 0.09, 0.81}	{782.9512954096152, 0.09, 0.8200000000000001}	{778.2405520075313, 0.09, 0.8300000000000001}	{773.5173841713499, 0.09, 0.8400000000000001}	{768.7830948580449, 0.09, 0.8500000000000001}	{764.0390327294091, 0.09, 0.8600000000000001}	{759.2865934755482, 0.09, 0.8700000000000001}	{754.527221184291, 0.09, 0.8800000000000001}	{749.7624097584287, 0.09, 0.8900000000000001}
