0.15	0.6	793.1554498919198
0.15	0.61	786.9845297325588
0.15	0.62	780.8006214005622
0.15	0.63	774.6062520207039
0.15	0.64	768.4040515789052
0.15	0.65	762.1967565376747
0.15	0.66	755.987213604745
0.15	0.6699999999999999	749.7783836627829
0.15	0.6799999999999999	743.573345868459
0.15	0.69	737.3753019297571
0.16	0.6	779.5226265930928
0.16	0.61	773.0927906138753
0.16	0.62	766.6569966260503
0.16	0.63	760.2182840364032
0.16	0.64	753.7798168224163
0.16	0.65	747.3448881009961
0.16	0.66	740.9169249001338
0.16	0.6699999999999999	734.4994931443679
0.16	0.6799999999999999	728.096302865671
0.16	0.69	721.7112136521022
0.16999999999999998	0.6	766.2064981719664
0.16999999999999998	0.61	759.5397792214362
0.16999999999999998	0.62	752.8753861170748
0.16999999999999998	0.63	746.2169343573113
0.16999999999999998	0.64	739.5681890747674
0.16999999999999998	0.65	732.933070754448
0.16999999999999998	0.66	726.315661217644
0.16999999999999998	0.6699999999999999	719.7202098864004
0.16999999999999998	0.6799999999999999	713.1511403445891
0.16999999999999998	0.69	706.6130572125221
0.18	0.6	753.2125641155018
0.18	0.61	746.3315940824227
0.18	0.62	739.4625442841084
0.18	0.63	732.6096749551073
0.18	0.64	725.7774247723291
0.18	0.65	718.970417951041
0.18	0.66	712.1934716851471
0.18	0.6699999999999999	705.4516039519938
0.18	0.6799999999999999	698.7500417033967
0.18	0.69	692.0942294659806
0.19	0.6	740.5464485223259
0.19	0.61	733.4744772712429
0.19	0.62	726.4253906175129
0.19	0.63	719.4041673372327
0.19	0.64	712.4159976309484
0.19	0.65	705.4662918623444
0.19	0.66	698.5606897389962
0.19	0.6699999999999999	691.7050699623933
0.19	0.6799999999999999	684.9055603762782
0.19	0.69	678.1685486445867
0.19999999999999998	0.6	728.2139037842177
0.19999999999999998	0.61	720.9748188198765
0.19999999999999998	0.62	713.7710149597768
0.19999999999999998	0.63	706.6082688366427
0.19999999999999998	0.64	699.4926061350279
