{548.2233973004885, 0.35, 0.7}	{548.0186141270977, 0.35, 0.71}	{548.686536552255, 0.35, 0.72}	{550.2859079835154, 0.35, 0.73}	{552.8793553404653, 0.35, 0.74}	{556.5337142124001, 0.35, 0.75}	{561.3203889367543, 0.35, 0.76}	{567.3157522589094, 0.35, 0.7699999999999999}	{574.601589986328, 0.35, 0.7799999999999999}	{583.2655969464662, 0.35, 0.7899999999999999}
{547.8844826782364, 0.36, 0.7}	{548.6450885906742, 0.36, 0.71}	{550.3706485511173, 0.36, 0.72}	{553.1266862250282, 0.36, 0.73}	{556.9831855265254, 0.36, 0.74}	{562.0149774765798, 0.36, 0.75}	{568.3021701744028, 0.36, 0.76}	{575.9306278597654, 0.36, 0.7699999999999999}	{584.9925060476552, 0.36, 0.7799999999999999}	{595.5868509202778, 0.36, 0.7899999999999999}
{548.5631421153055, 0.37, 0.7}	{550.3739695852054, 0.37, 0.71}	{553.2492374077818, 0.37, 0.72}	{557.2619480589046, 0.37, 0.73}	{562.4902215924361, 0.37, 0.74}	{569.0177553982835, 0.37, 0.75}	{576.9343371219836, 0.37, 0.76}	{586.3364184025493, 0.37, 0.7699999999999999}	{597.3277584221627, 0.37, 0.7799999999999999}	{610.0201478750505, 0.37, 0.7899999999999999}
{550.2893322134561, 0.38, 0.7}	{553.2390668023837, 0.38, 0.71}	{557.3604702472402, 0.38, 0.72}	{562.734793324632, 0.38, 0.73}	{569.4491534913917, 0.38, 0.74}	{577.5970807559733, 0.38, 0.75}	{587.2791290321413, 0.38, 0.76}	{598.6035627709053, 0.38, 0.7699999999999999}	{611.6871304451191, 0.38, 0.7799999999999999}	{626.6559386227631, 0.38, 0.7899999999999999}
{553.0942344639712, 0.38999999999999996, 0.7}	{557.2756353136733, 0.38999999999999996, 0.71}	{562.7442204222082, 0.38999999999999996, 0.72}	{569.5903370601441, 0.38999999999999996, 0.73}	{577.9110528497099, 0.38999999999999996, 0.74}	{587.8108033482766, 0.38999999999999996, 0.75}	{599.4021202183931, 0.38999999999999996, 0.76}	{612.8064525055804, 0.38999999999999996, 0.7699999999999999}	{628.1550959081729, 0.38999999999999996, 0.7799999999999999}	{645.5902478172446, 0.38999999999999996, 0.7899999999999999}
{557.0103222309729, 0.39999999999999997, 0.7}	{562.5204583662405, 0.39999999999999997, 0.71}	{569.442169916606, 0.39999999999999997, 0.72}	{577.8758362547139, 0.39999999999999997, 0.73}	{587.929530009051, 0.39999999999999997, 0.74}	{599.7197847859319, 0.39999999999999997, 0.75}	{613.3724619944201, 0.39999999999999997, 0.76}	{629.0237327663906, 0.39999999999999997, 0.7699999999999999}	{646.8211941020705, 0.39999999999999997, 0.7799999999999999}	{666.9251422429048, 0.39999999999999997, 0.7899999999999999}
{562.0714323859701, 0.41, 0.7}	{569.0119362094997, 0.41, 0.71}	{577.49791957472, 0.41, 0.72}	{587.6408267681398, 0.41, 0.73}	{599.5609042928502, 0.41, 0.74}	{613.388110512477, 0.41, 0.75}	{629.2631470997025, 0.41, 0.76}	{647.3386327033561, 0.41, 0.7699999999999999}	{667.7804434131775, 0.41, 0.7799999999999999}	{690.7692497795438, 0.41, 0.7899999999999999}
{568.3128419882739, 0.42, 0.7}	{576.7901814894664, 0.42, 0.71}	{586.9571078884694, 0.42, 0.72}	{598.9372714158914, 0.42, 0.73}	{612.8643888640472, 0.42, 0.74}	{628.8833209268277, 0.42, 0.75}	{647.1512991841946, 0.42, 0.76}	{667.8393287799082, 0.42, 0.7699999999999999}	{691.1337983675947, 0.42, 0.7799999999999999}	{717.2383358247129, 0.42, 0.7899999999999999}
{575.7713504455979, 0.43, 0.7}	{585.8971218050989, 0.43, 0.71}	{597.867539156642, 0.43, 0.72}	{611.8197203371515, 0.43, 0.73}	{627.9022917097714, 0.43, 0.74}	{646.2766637242149, 0.43, 0.75}	{667.1184902768058, 0.43, 0.76}	{690.6193451023596, 0.43, 0.7699999999999999}	{716.9886557606392, 0.43, 0.7799999999999999}	{746.4559450480377, 0.43, 0.7899999999999999}
{584.4853676336976, 0.44, 0.7}	{596.376610084745, 0.44, 0.71}	{610.2793219221649, 0.44, 0.72}	{626.3454848956986, 0.44, 0.73}	{644.7402344815515, 0.44, 0.74}	{665.6433698522399, 0.44, 0.75}	{689.2510895711791, 0.44, 0.76}	{715.7779954064185, 0.44, 0.7699999999999999}	{745.4594163904048, 0.44, 0.7799999999999999}	{778.5541176453223, 0.44, 0.7899999999999999}
